Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
,,Research First,RG Handyman & Roofing Specialties,Roofing contractor,Buckeye,AZ,'+1 480-331-4911,,2.5,2,57,57,54,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Surprise City Interior Renovation Works,Custom home builder,Surprise,AZ,'+1 623-471-9424,,5,2,57,47,57,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,United paint and body,Car repair and maintenance service,Phoenix,AZ,'+1 602-583-8789,,5,2,57,47,57,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,AC Repair Near Me of Phoenix,Air conditioning contractor,Phoenix,AZ,'+1 602-812-2085,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Anderson's landscaping LLC,Contractor,Phoenix,AZ,'+1 480-708-0221,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in vendor source · manual check required,,"https://www.google.com/maps/place/Anderson%27s+landscaping+LLC/@33.647560999999996,-112.03184789999999,14z/data=!4m8!1m2!2m1!1sAnderson%27s+landscaping+LLC!3m4!1s0x872b71c3971aaaab:0xa141bbb1b9801896!8m2!3d33.647560999999996!4d-112.03184789999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,,,
,,Research First,Apex Contracting Innovations LLC,Construction company,Buckeye,AZ,'+1 480-996-6050,,5,1,57,33,57,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://apex-contracting-innovations.co/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Chill Now AC,Air conditioning contractor,Buckeye,AZ,'+1 623-356-4723,,5,1,57,33,57,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://chillnowac.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Grounded Electric,Electrician,Goodyear,AZ,'+1 602-821-0277,,1,1,57,57,54,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,HVAC Near Me Repair and Installation of Phoenix,Air conditioning contractor,Phoenix,AZ,'+1 602-932-1150,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,ID´s Remodeling and Painting LLC,Pintura,Buckeye,AZ,'+1 623-570-4887,,5,1,57,23,57,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.idsremodelingllc.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Marvin lanscaping,Servicio de limpieza,Phoenix,AZ,'+1 602-575-7958,,1,1,57,57,54,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in vendor source · manual check required,,"https://www.google.com/maps/place/Marvin+lanscaping/@33.6386651,-112.02354849999999,14z/data=!4m8!1m2!2m1!1sMarvin+lanscaping!3m4!1s0x872b7190d083b77d:0x6c2669571821179e!8m2!3d33.6386651!4d-112.02354849999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,,,
,,Research First,Montano Bros Painting LLC,Contractor,,AZ,'+1 602-512-5241,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,R & S Paint & Drywall,Construction company,Phoenix,AZ,'+1 480-988-4838,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Unlimited Drywall & Painting,Dry wall contractor,Peoria,AZ,'+1 623-879-9006,,5,1,57,57,57,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Zoop HVAC Repair | Buckeye,Air conditioning repair service,,AZ,'+1 602-362-4476,,5,1,57,23,57,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://zoophvacrepair.net/zoop-hvac-repair-buckeye/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Zoop HVAC Repair | Phoenix,Air conditioning repair service,,AZ,'+1 602-313-0292,,5,1,57,23,57,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://zoophvacrepair.net/zoop-hvac-repair-phoenix/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Goettl Air Conditioning and Plumbing - Phoenix AZ,HVAC contractor,Phoenix,AZ,'+1 602-517-0039,enriquem@arsawardsandgifts.com,4.7,14206,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.goettl.com/location/phoenix-arizona/,,Source record only; verify immediately before outreach.,2026-07-22,Phoenix trades call list · Jul 2026 | Angi paid-advertiser research · Jul 21,Enrique Munoz,,,,,
,,Research First,A1 Garage Door Service,Garage door supplier,Phoenix,AZ,'+1 602-563-6467,acronenberg@a1garage.com,4.8,13120,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://a1garage.com/arizona-garage-door-repair-installation-near-you/,,Source record only; verify immediately before outreach.,2026-07-22,Phoenix trades call list · Jul 2026 | Angi paid-advertiser research · Jul 21,Adam Cronenberg,,,,,
,,Research First,"Day & Night Air Conditioning, Heating, & Plumbing",hvac contractor,Phoenix,AZ,'+16025847758,glfjunky72@msn.com,4.9,9652,56,56,52,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.dayandnightair.com/,https://www.google.com/maps/search/?api=1&query=Day%20%26%20Night%20Air%20Conditioning%2C%20Heating%2C%20%26%20Plumbing&query_place_id=ChIJmaAujXcNK4cRhAXQO7SXvGw,Source record only; verify immediately before outreach.,2026-07-21,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Other paid lead-platform research · Jul 21,Troy Lees,,,,,
,,Research First,Hobaica Services,Air conditioning contractor,Phoenix,AZ,'+1 602-675-8338,brenda.cooper@accutempaz.com,4.9,7086,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.hobaica.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Brenda Cooper,,,,,
,,Research First,"ACE Cooling, Heating, Plumbing and Electrical",HVAC contractor,Phoenix,AZ,'+1 602-830-2365,stevee@denniscoinc.com,4.7,7003,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://acehomeaz.com/areas-served/phoenix-az/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,"Evertson, Steve",,,,,
,,Research First,"Penguin Air, Plumbing & Electrical",HVAC contractor,Phoenix,AZ,'+1 480-581-1976,jay@penguinairaz.com,4.7,6519,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.penguinair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Jay Kline,,,,,
,,Research First,George Brazil Air Conditioning & Heating,HVAC contractor,Phoenix,AZ,'+1 602-649-1374,acolon@qhmamerica.com,4.7,5429,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website found,https://georgebrazilhvac.com/,https://www.google.com/maps/search/?api=1&query=George%20Brazil%20Air%20Conditioning%20%26%20Heating%20Phoenix%20AZ,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Phoenix trades call list · Jul 2026 | Other paid lead-platform research · Jul 21,Alex Colon,,,,,
,,Research First,PlumbSmart Plumbing Heating and Air,plumber,Mesa,AZ,'+14806548865,jschingel@gmail.com,4.9,3309,56,56,52,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://itsjustplumbsmart.com/,https://www.google.com/maps/search/?api=1&query=PlumbSmart%20Plumbing%20Heating%20and%20Air&query_place_id=ChIJCfzUUPWnK4cR9R9dusGzENA,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,Jeffery Schingel,,,,,
,,Research First,George Brazil Plumbing & Electrical,Plumber,Phoenix,AZ,'+1 602-529-3749,dgonzalezcsr@att.net,4.7,3049,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://georgebrazilplumbingelectrical.com/,,Source record only; verify immediately before outreach.,2026-07-22,Phoenix trades call list · Jul 2026 | Angi paid-advertiser research · Jul 21,Daniel Gonzalez,,,,,
,,Research First,Roto-Rooter Plumbing & Water Cleanup,Plumber,Glendale,AZ,'+1 623-687-2008,Cfitzg6505@aol.Com,4.8,2871,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.rotorooter.com/glendaleaz/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Cleo Fitzgerald,,,,,
,,Research First,Service Experts Tempe,Air conditioning contractor,Tempe,AZ,'+1 602-584-0109,Cfitzg6505@aol.Com,4.8,2104,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.serviceexperts.com/phoenix-az/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Cleo Fitzgerald,,,,,
,,Research First,"Benjamin Franklin Plumbing of Phoenix, AZ",Plumber,Phoenix,AZ,'+1 480-223-9348,jfraccascia@benfranklinplumbingaz.com,4.8,1956,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,http://www.benfranklinplumbingaz.com/,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Phoenix trades call list · Jul 2026 | Angi paid-advertiser research · Jul 21 | Other paid lead-platform research · Jul 21,john fraccascia,,,,,
,,Research First,Roof Pros,Roofing contractor,Tempe,AZ,'+1 480-916-9444,mmarsh@abmay.com,5,1600,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://arizonaroofpros.co/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Maria Marsh,,,,,
,,Research First,Elite Rooter Plumbers,plumber,Phoenix,AZ,'+16026988959,ftapia68@hotmail.com,4.8,1478,56,56,56,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.eliterooter.com/location/phoenix/,https://www.google.com/maps/search/?api=1&query=Elite%20Rooter%20Plumbers&query_place_id=ChIJq6qaBgMGK4cRvu9HosHEnAM,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,Fernando Tapia,,,,,
,,Research First,TruForce Pest Control,pest control,Mesa,AZ,'+14808450444,,4.9,1474,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.tfpest.com/locations/phoenix-arizona,https://www.google.com/maps/search/?api=1&query=TruForce%20Pest%20Control&query_place_id=ChIJ40FUYAOpK4cRU4MYbvKL5U0,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Deer Valley Plumbing & Air Conditioning - Phoenix,Plumber,Phoenix,AZ,'+1 623-343-3077,lkerlin@deervalleyplumbing.com,4.8,1363,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.deervalleyplumbing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Laurine P Kerlin,,,,,
,,Research First,"EZ Flow Plumbing, LLC",Plumber,Chandler,AZ,'+1 602-613-4525,leonard.metz@allstate.com,4.9,1316,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.ezflowplumbingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Leonard Metz,,,,,
,,Research First,Robins Plumbing Inc,plumber,Glendale,AZ,'+16234864657,,4.9,1121,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,http://www.robinsplumbing.com/,https://www.google.com/maps/search/?api=1&query=Robins%20Plumbing%20Inc&query_place_id=ChIJc0rfeM1rK4cR8WhEoHyiKes,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Benjamin Franklin The Punctual Plumber,plumber,Scottsdale,AZ,'+16027865183,jfraccascia@benfranklinplumbingaz.com,4.9,1080,56,56,52,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.benfranklinplumbingaz.com/,https://www.google.com/maps/search/?api=1&query=Benjamin%20Franklin%20The%20Punctual%20Plumber&query_place_id=ChIJba1OlX51K4cRml4sbwLbbIQ,"Same Phoenix-metro Benjamin Franklin Plumbing company, owned domain, and company email as the canonical Phoenix record; preserve this Scottsdale place ID for history but do not call it separately.",2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,john fraccascia,,,,,
,,Research First,Chandler Air,hvac contractor,Chandler,AZ,'+14803725008,,4.9,988,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.chandlerair.com/,https://www.google.com/maps/search/?api=1&query=Chandler%20Air&query_place_id=ChIJUU5QsxGqK4cRBKouKijzsvA,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,AZ Perfect Comfort Heating & Cooling,HVAC contractor,Phoenix,AZ,'+1 602-551-6223,robin@azperfectcomfort.com,4.9,791,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://azperfectcomfort.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Robin Mccombs,,,,,
,,Research First,Peerless Plumbing & Nudrain Phoenix,Plumber,Phoenix,AZ,'+1 602-905-4628,colin.hickey@worldtravel.com,5,731,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://peerlessplumbingrepipes.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Colin Hickey,,,,,
,,Research First,Lyons Roofing,Roofing contractor,Phoenix,AZ,'+1 602-276-5515,RLANUE@LYONSROOFING.COM,4.8,695,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.lyonsroofing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Rhonda Lanue,,,,,
,,Research First,Mr. Rooter Plumbing of Phoenix Arizona,Plumber,Mesa,AZ,'+1 602-748-4821,Cfitzg6505@aol.Com,4.7,689,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.mrrooter.com/phoenix/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Cleo Fitzgerald,,,,,
,,Research First,Protection Termite Control - AZ,pest control,Glendale,AZ,'+16233437922,,4.9,681,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.protectiontermitecontrol.com/,https://www.google.com/maps/search/?api=1&query=Protection%20Termite%20Control%20-%20AZ&query_place_id=ChIJb8V-5UdoK4cR85vu5A6ciJU,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,ACE Home Services (formerly Hero Home Services),Air conditioning contractor,Phoenix,AZ,'+1 833-247-6926,stevee@denniscoinc.com,4.9,619,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://acehomeaz.com/areas-served/phoenix-az/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,"Evertson, Steve",,,,,
,,Research First,Cool Zone Air Conditioning & Heating,HVAC contractor,Phoenix,AZ,'+1 623-250-0012,danette@coolzoneair.com,4.9,617,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.coolzoneair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Danette Conway,,,,,
,,Research First,HydroCare Services,tile and grout cleaning,Phoenix,AZ,'+16028202462,,4.9,532,56,50,56,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://hydrocareservices.com/,https://www.google.com/maps/search/?api=1&query=HydroCare%20Services&query_place_id=ChIJi-o8RgttK4cR6h5bY-cFrJ4,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Crash of Rhinos Painting & Garage Floors,Painter,Phoenix,AZ,'+1 602-833-4624,kimricker@crashofrhinospainting.com,5,529,56,56,42,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.crashofrhinospainting.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Kim Ricker,,,,,
,,Research First,"Rescue One Air Cooling, Heating & Plumbing",Plumber,Phoenix,AZ,'+1 602-584-9965,lennox@lennox.com,4.7,515,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://rescueoneair.com/area/phoenix-plumbers/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Lennox Pd&R,,,,,
,,Research First,Efficiency Heating & Cooling LLC,hvac contractor,Gilbert,AZ,'+14803318904,,4.9,501,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://effmech.com/,https://www.google.com/maps/search/?api=1&query=Efficiency%20Heating%20%26%20Cooling%20LLC&query_place_id=ChIJX1d1IWapK4cR2-0O7NktYhg,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Champion Air,HVAC contractor,Phoenix,AZ,'+1 480-210-6327,michael.birch@championair.com,4.9,472,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://championair.com/service-area/phoenix/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,michael birch,,,,,
,,Research First,Ellsworth Air and Plumbing,hvac contractor,Gilbert,AZ,'+16233234466,,4.8,461,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://ellsworthhomeservices.com/,https://www.google.com/maps/search/?api=1&query=Ellsworth%20Air%20and%20Plumbing&query_place_id=ChIJ40FUYAOpK4cRUtEnqFzQ_0U,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Expert HVAC Services Inc,HVAC contractor,Glendale,AZ,'+1 623-594-2488,nanci@experthvacservices.com,4.9,444,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.experthvacservices.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Nanci Ellis,,,,,
,,Research First,American Home Water and Air,Plumber,Phoenix,AZ,'+1 833-240-9781,brenda.cooper@accutempaz.com,4.9,441,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://americanhomewater.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Brenda Cooper,,,,,
,,Research First,SG Mechanical Heating & Air,HVAC contractor,Phoenix,AZ,'+1 623-777-9577,leah@sgmechanicalair.com,4.9,435,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.sgmechanicalair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,leah williams,,,,,
,,Research First,Workman Pest Control,pest control,Scottsdale,AZ,'+16232884870,,4.9,409,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://workmanpest.com/,https://www.google.com/maps/search/?api=1&query=Workman%20Pest%20Control&query_place_id=ChIJ56maOLJ1K4cRxEv8u427RCQ,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Lincoln Air,Air conditioning contractor,Phoenix,AZ,'+1 623-280-2358,charlie@lincolnair.com,4.9,360,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://lincolnair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Charlie Hoch,,,,,
,,Research First,Mesa Plumbing Co,plumber,Mesa,AZ,'+14804181225,,4.7,351,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.mesaplumbingcompany.com/,https://www.google.com/maps/search/?api=1&query=Mesa%20Plumbing%20Co&query_place_id=ChIJRYs8M-enK4cRZDxHnjLTLK8,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Moon Valley Nurseries,Plant nursery,Phoenix,AZ,'+1 480-485-4540,msalomon@mvncorp.com,4.8,331,56,56,54,39,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.moonvalleynurseries.com/locations/arcadia,"https://www.google.com/maps/place/Moon+Valley+Nurseries/@33.4683487,-111.969905,14z/data=!4m8!1m2!2m1!1sMoon+Valley+Nurseries!3m4!1s0x872b0ddbe8ef784f:0x165077fa2512f96d!8m2!3d33.4683487!4d-111.969905",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,Mike Salomon,general manager of opertations,1000,250000000,,
,,Research First,SavATree - Tree Service & Lawn Care,Tree service,Phoenix,AZ,'+1 602-788-0005,hollysant@hotmail.com,4.9,331,56,56,54,46,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.savatree.com/locations/phoenix-arizona/,"https://www.google.com/maps/place/SavATree+-+Tree+Service+%26+Lawn+Care/@33.690585999999996,-112.04752339999999,14z/data=!4m8!1m2!2m1!1sSavATree+-+Tree+Service+%26+Lawn+Care!3m4!1s0x872b6fe6e45d44ed:0xba42e4c718fd5613!8m2!3d33.690585999999996!4d-112.04752339999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,Holly Santangelo,office manager and sales assistant,5000,10000000,,
,,Research First,Pridemark Plumbing,plumber,Surprise,AZ,'+16232392606,,4.9,330,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://pridemarkplumbing.com/,https://www.google.com/maps/search/?api=1&query=Pridemark%20Plumbing&query_place_id=ChIJrStW8mRFK4cRxIn967siifw,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Multi-Pro Roof Solutions,Roofing contractor,Phoenix,AZ,'+1 602-888-7663,john@multiproroof.com,4.9,327,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.multiproroof.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,John Mcclean,,,,,
,,Research First,"AZs Best Pipe Doctor Plumbing, LLC",Plumber,Phoenix,AZ,'+1 623-869-6436,christopher@azpipedoctor.com,4.9,325,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.azpipedoctor.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Christopher Rusnell,,,,,
,,Research First,Empire Plumbing and Air Conditioning,HVAC contractor,Phoenix,AZ,'+1 602-275-8400,rebecca@empireplumbingco.com,4.8,306,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.empireplumbingac.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Rebecca Dewitt,,,,,
,,Research First,SUNVEK Roofing,Roofing contractor,Phoenix,AZ,'+1 623-349-7663,JINGERSOLL@SUNVEK.COM,4.9,304,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://sunvek.com/locations/phoenix/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Janet Ingersoll,,,,,
,,Research First,AZ Garage Pros Of Chandler,garage door repair,Chandler,AZ,'+14806965163,,4.9,276,56,39,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://azgaragepros.net/chandler-garage-door-repair-install/,https://www.google.com/maps/search/?api=1&query=AZ%20Garage%20Pros%20Of%20Chandler&query_place_id=ChIJeaWZCAeqK4cRK90YUYN9CYc,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,City Wide Plumbing & Service Co.,plumber,Tempe,AZ,'+14809668795,,4.9,271,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://citywideplumbingaz.com/,https://www.google.com/maps/search/?api=1&query=City%20Wide%20Plumbing%20%26%20Service%20Co.&query_place_id=ChIJ7f39g3YOK4cRdSyAZZ7FDHI,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Nunez Painting Company,Painter,Buckeye,AZ,4805311787,kayla.nunez@nunezpainting.com,4.9,257,56,56,49,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://nunezpainting.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Kayla Nunez,,,,,
,,Research First,Scott Roofing Company,Roofing contractor,Phoenix,AZ,'+1 602-442-7663,BSCOTT@SCOTTROOFINGCO.COM,4.7,254,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://scottroofingco.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Brian Scott,,,,,
